Time Frequency Delay XBandwidth Retrans Pings XSelfSNR XSelfNoise SelfTXpower OtherSNR OtherNoise OtherTXpower MemFree Cached Active SUnreclaim
1330076207 5.26 61 3.8052 60 5 1680 -9400 16 1360 -9300 16 107136 7108 6260 4192
1330076334 5.3 61 3.8016 50 5 960 -9300 16 880 -9300 16 107284 7108 6260 4052
1330076466 5.5 60 3.3733 49 5 1480 -9000 16 1260 -8900 16 107288 7108 6260 4048
1330076593 5.6 60 3.8074 64 5 1680 -8900 16 1700 -8900 16 107352 7108 6260 3976
1330076719 5.7 60 3.8087 72 5 1780 -8600 16 1600 -8600 16 107328 7108 6260 4004
1330076785 5.745 0 3.5989 42 5 2040 -8600 16 1860 -8600 16 107220 7108 6260 4116
1330076852 5.785 0 3.8005 60 5 2040 -8600 16 2140 -8700 16 107304 7108 6260 4072
1330076918 5.825 0 3.7839 70 5 2160 -8600 16 2200 -8600 16 107232 7108 6260 4104
1330076985 5.2 0 3.7287 52 5 2060 -9600 16 1900 -9600 16 107280 7108 6260 4056
1330077118 5.26 67 3.7289 55 5 1400 -9400 16 1160 -9400 16 107304 7112 6260 4024
1330077245 5.3 60 3.7124 68 5 800 -9300 16 740 -9300 16 107316 7112 6260 4012
1330077372 5.5 60 3.8107 60 5 1660 -8900 16 1540 -9000 16 107276 7112 6260 4056
1330077499 5.6 61 3.8224 62 5 1740 -8900 16 1740 -8900 16 107224 7112 6260 4112
1330077631 5.7 60 3.4793 60 5 1760 -8600 16 1480 -8600 16 107304 7112 6260 4032
1330077697 5.745 0 3.4522 65 5 2080 -8600 16 1980 -8700 16 107236 7112 6260 4096
1330077764 5.785 0 3.7442 69 5 2000 -8600 16 2020 -8700 16 107248 7112 6260 4104
1330077834 5.825 0 3.6732 72 5 2160 -8600 16 2100 -8600 16 107144 7112 6260 4192
1330077900 5.2 0 3.6764 50 5 2060 -9600 16 1860 -9600 16 107240 7112 6260 4092
1330078026 5.26 60 3.7837 52 5 1400 -9400 16 1160 -9400 16 107248 7112 6260 4080
1330078261 5.3 90 -1 -1 2 650 -9300 16 500 -9300 16 107316 7112 6260 4032
1330078389 5.5 61 3.8197 67 5 1960 -9000 16 1640 -8900 16 107196 7112 6260 4140
1330078515 5.6 60 3.8091 66 5 1760 -8900 16 1820 -8900 16 107148 7112 6260 4180
1330078642 5.7 60 3.8359 58 5 1800 -8600 16 1660 -8700 16 107268 7112 6260 4060
1330078708 5.745 0 3.3004 52 5 1900 -8500 16 1920 -8600 16 107232 7112 6260 4104
1330078775 5.785 0 3.7781 62 5 1920 -8600 16 2160 -8700 16 107200 7112 6260 4136
1330078854 5.825 0 3.0512 64 5 1980 -8600 16 1980 -8600 16 107240 7112 6344 3904
1330078922 5.2 0 3.7808 44 5 1640 -9600 16 1480 -9600 16 107444 7112 6260 3912
1330079055 5.26 62 1.4938 97 5 860 -9400 16 700 -9400 16 107356 7112 6260 3980
1330079192 5.3 70 1.5872 129 5 660 -9300 16 440 -9300 16 107316 7112 6260 4012
1330079320 5.5 61 3.8373 52 5 2160 -8900 16 1940 -8900 16 107300 7112 6260 4032
1330079454 5.6 60 3.4736 50 5 1800 -8900 16 1780 -8900 16 106996 7112 6404 4060
1330079583 5.7 61 3.8314 46 5 1700 -8600 16 1520 -8600 16 107332 7112 6260 3996
1330079650 5.745 0 2.7574 107 5 1840 -8500 16 1740 -8600 16 107348 7112 6260 3976
1330079717 5.785 0 3.6812 56 5 1680 -8600 16 1800 -8700 16 107296 7112 6260 4036
1330079784 5.825 0 3.7200 50 5 1560 -8600 16 1580 -8600 16 107172 7112 6260 4160
1330079855 5.2 0 1.3304 194 5 1080 -9600 16 980 -9600 16 107232 7112 6260 4096
1330079982 5.26 60 3.7388 48 5 1140 -9400 16 940 -9400 16 107180 7112 6260 4144
1330080115 5.3 67 3.8012 50 5 1280 -9400 16 1020 -9300 16 107364 7112 6260 3960
1330080244 5.5 62 3.7964 68 5 2180 -9000 16 2260 -8900 16 107388 7112 6260 3940
1330080372 5.6 61 3.8218 58 5 1740 -8900 16 1740 -8900 16 107200 7112 6260 4136
1330080499 5.7 60 3.8184 59 5 1620 -8600 16 1400 -8600 16 107208 7112 6260 4120
1330080565 5.745 0 3.6959 53 5 1520 -8500 16 1480 -8600 16 107272 7112 6260 4056
1330080645 5.785 0 3.2443 65 5 1320 -8600 16 1480 -8700 16 107088 7112 6392 3956
1330080713 5.825 0 3.6239 72 5 1180 -8600 16 1220 -8600 16 107360 7112 6260 3972
1330080780 5.2 0 3.7368 50 5 1240 -9600 16 1060 -9600 16 107288 7112 6260 4040
1330080909 5.26 62 3.7287 74 5 1480 -9400 16 1220 -9400 16 107196 7112 6260 4136
1330081036 5.3 60 3.7158 54 5 1540 -9400 16 1280 -9300 16 107196 7112 6260 4136
1330081163 5.5 60 3.8312 64 5 2280 -9000 16 2280 -8900 16 107252 7112 6260 4080
1330081296 5.6 66 3.8389 53 5 1780 -8900 16 1660 -8900 16 107224 7112 6260 4104
1330081422 5.7 60 3.7141 55 5 1380 -8600 16 1120 -8600 16 107264 7112 6260 4060
1330081488 5.745 0 3.6655 57 5 1120 -8600 16 980 -8600 16 107168 7112 6260 4156
1330081557 5.785 0 3.4589 98 5 700 -8700 16 660 -8700 16 107020 7112 6384 4060
1330081625 5.825 0 3.1574 128 5 760 -8600 16 800 -8600 16 107204 7112 6260 4124
1330081691 5.2 0 3.5940 50 5 1780 -9600 16 1640 -9600 16 107288 7112 6260 4040
1330081825 5.26 61 3.4750 57 5 1820 -9400 16 1600 -9400 16 107364 7112 6260 3972
1330081952 5.3 61 3.8128 60 5 1600 -9300 16 1520 -9300 16 107348 7112 6260 3988
1330082079 5.5 61 3.8337 70 5 2460 -8900 16 2280 -8900 16 107348 7112 6260 3984
1330082206 5.6 60 3.8145 56 5 1600 -8900 16 1560 -8900 16 107320 7112 6260 4016
1330082333 5.7 61 3.7726 56 5 860 -8600 16 600 -8600 16 107300 7112 6260 4028
1330082399 5.745 0 3.2890 67 5 600 -8600 16 520 -8600 16 107300 7112 6260 4028
1330082517 5.785 0 -1 -1 5 600 -8700 16 540 -8700 16 107356 7116 6260 3972
1330082583 5.825 0 3.6962 50 5 1420 -8600 16 1540 -8700 16 107036 7116 6260 4288
1330082650 5.2 0 3.7268 73 5 2040 -9600 16 1840 -9600 16 106848 7116 6260 4476
1330082777 5.26 60 3.8152 56 5 2160 -9400 16 1740 -9400 16 106764 7116 6260 4568
1330082903 5.3 60 3.8238 58 5 1780 -9400 16 1580 -9400 16 106928 7116 6260 4400
1330083036 5.5 61 3.4933 59 5 2000 -9000 16 1760 -9000 16 106892 7116 6260 4436
1330083163 5.6 61 3.7638 54 5 1380 -8900 16 1220 -8900 16 106924 7116 6260 4404
1330083299 5.7 60 0.8196 103 4 550 -8600 16 375 -8700 16 107208 7116 6260 4140
1330083368 5.745 0 2.5428 128 5 680 -8500 16 680 -8700 16 107212 7116 6260 4112
1330083435 5.785 0 3.6643 69 5 1040 -8700 16 1040 -8700 16 107184 7116 6260 4148
1330083501 5.825 0 3.7571 68 5 1720 -8600 16 1720 -8600 16 107296 7116 6260 4036
1330083567 5.2 0 3.7718 71 5 2300 -9600 16 2100 -9600 16 107264 7116 6260 4064
1330083700 5.26 66 3.8390 66 5 1980 -9400 16 1760 -9400 16 107272 7116 6260 4052
1330083827 5.3 60 3.7985 70 5 1680 -9300 16 1520 -9300 16 107268 7116 6260 4056
1330083957 5.5 62 3.8271 72 5 1580 -8900 16 1460 -8900 16 107088 7116 6404 4044
1330084084 5.6 60 3.7776 52 5 620 -8900 16 580 -8900 16 107304 7116 6260 4020
1330084217 5.7 60 3.3386 52 5 600 -8600 16 400 -8600 16 107360 7116 6260 3972
1330084284 5.745 0 3.6731 46 5 1260 -8600 16 1260 -8600 16 107276 7116 6260 4048
1330084351 5.785 0 3.7797 56 5 1740 -8700 16 1600 -8600 16 107260 7116 6260 4064
1330084420 5.825 0 3.7884 70 5 2000 -8600 16 1920 -8600 16 107236 7116 6260 4092
1330084486 5.2 0 3.7802 59 5 2760 -9600 16 2560 -9600 16 107236 7116 6260 4088
1330084613 5.26 60 3.8290 64 5 2460 -9400 16 2060 -9300 16 107244 7116 6260 4080
1330084740 5.3 60 3.8045 58 5 1820 -9400 16 1580 -9300 16 107300 7116 6260 4024
1330084867 5.5 60 3.7646 50 5 1560 -9000 16 1340 -8900 16 107132 7116 6376 4004
1330085017 5.6 63 0.9366 122 3 466 -8900 16 400 -8900 16 107168 7116 6376 3988
1330085146 5.7 60 3.7819 70 5 1120 -8600 16 940 -8600 16 106756 7116 6548 4060
1330085213 5.745 0 3.6470 53 5 1600 -8500 16 1540 -8600 16 107036 7116 6376 4096
1330085286 5.785 0 3.7791 60 5 1860 -8600 16 1920 -8700 16 107036 7116 6376 4104
1330085353 5.825 0 3.8171 69 5 2080 -8600 16 2080 -8600 16 107048 7116 6376 4088
1330085431 5.2 0 3.4759 64 5 2460 -9600 16 2360 -9600 16 107288 7116 6260 4032
1330085560 5.26 62 3.8299 67 5 2460 -9400 16 1740 -9300 16 107288 7116 6260 4036
1330085686 5.3 60 3.8286 60 5 1680 -9300 16 1520 -9300 16 107300 7116 6260 4028
1330085813 5.5 60 3.7621 71 5 1420 -9000 16 1060 -8900 16 107164 7116 6260 4164
1330085949 5.6 71 2.1909 110 5 720 -8900 16 620 -8900 16 107300 7116 6260 4028
1330086082 5.7 66 3.7560 53 5 1340 -8600 16 1100 -8600 16 107272 7116 6260 4056
1330086149 5.745 0 3.7494 58 5 1620 -8600 16 1480 -8600 16 107268 7116 6260 4060
1330086215 5.785 0 3.7628 60 5 1820 -8600 16 1920 -8700 16 107280 7116 6260 4052
1330086281 5.825 0 3.7354 52 5 2180 -8600 16 2260 -8600 16 107268 7116 6260 4060
1330086349 5.2 0 3.8143 67 5 2820 -9600 16 2660 -9600 16 106896 7116 6352 4120
1330086477 5.26 60 3.8269 56 5 2100 -9400 16 1920 -9300 16 107244 7116 6260 4084
1330086610 5.3 60 3.8234 62 5 1760 -9400 16 1480 -9300 16 107276 7116 6260 4044
1330086738 5.5 61 3.7770 56 5 900 -9000 16 660 -8900 16 107272 7116 6260 4056
1330086866 5.6 62 3.7699 56 5 1140 -8900 16 1140 -8900 16 107304 7116 6260 4020
1330086995 5.7 62 3.7905 69 5 1520 -8600 16 1340 -8600 16 107204 7116 6260 4124
1330087061 5.745 0 3.7512 56 5 1760 -8500 16 1760 -8600 16 107276 7116 6260 4052
1330087135 5.785 0 3.7306 56 5 1980 -8600 16 2020 -8600 16 107256 7116 6260 4076
1330087208 5.825 0 3.7659 72 5 2200 -8600 16 2200 -8600 16 107204 7116 6260 4112
1330087276 5.2 0 3.8462 58 5 2820 -9600 16 2580 -9600 16 107220 7116 6260 4108
1330087402 5.26 60 3.8114 64 5 1960 -9400 16 1700 -9300 16 107196 7116 6260 4128
1330087529 5.3 60 3.7740 66 5 1540 -9400 16 1320 -9300 16 107164 7116 6260 4160
1330087655 5.5 60 3.1924 85 5 760 -9000 16 420 -8900 16 107188 7116 6260 4136
1330087782 5.6 61 3.7598 44 5 1320 -8900 16 1340 -8900 16 107204 7116 6260 4128
1330087915 5.7 66 3.8345 62 5 1680 -8600 16 1440 -8600 16 107200 7120 6260 4120
1330088025 5.745 0 -1 -1 5 2000 -8600 16 1900 -8700 16 107320 7120 6260 4000
1330088092 5.785 0 3.6226 35 5 2160 -8700 16 2180 -8700 16 107244 7120 6260 4080
1330088164 5.825 0 3.7784 71 5 2160 -8600 16 2080 -8600 16 106964 7120 6380 4120
1330088232 5.2 0 3.8294 64 5 2780 -9600 16 2720 -9600 16 107152 7120 6260 4160
1330088358 5.26 60 3.8411 60 5 2100 -9400 16 1780 -9400 16 107248 7120 6260 4072
1330088491 5.3 66 3.7052 54 5 1440 -9300 16 1280 -9300 16 107132 7120 6260 4188
1330088620 5.5 62 3.7819 56 5 920 -8900 16 780 -8900 16 107232 7120 6260 4092
1330088747 5.6 61 3.8079 71 5 1340 -8900 16 1360 -8900 16 107184 7120 6264 4132
1330088877 5.7 62 3.8359 60 5 1760 -8600 16 1560 -8600 16 107236 7120 6260 4084
1330088943 5.745 0 3.2832 57 5 1900 -8500 16 1900 -8600 16 107196 7120 6260 4124
1330089010 5.785 0 3.3470 44 5 2100 -8600 16 2060 -8600 16 107032 7120 6376 4108
1330089088 5.825 0 3.7443 70 5 2240 -8600 16 2220 -8600 16 107132 7120 6260 4192
1330089154 5.2 0 3.8378 53 5 2340 -9600 16 2360 -9600 16 107208 7120 6260 4116
1330089281 5.26 60 3.7902 57 5 1900 -9400 16 1600 -9300 16 107236 7120 6260 4084
1330089408 5.3 60 3.7974 61 5 1180 -9300 16 1080 -9300 16 107208 7120 6260 4120
1330089535 5.5 61 3.7345 48 5 1460 -9000 16 1280 -8900 16 107184 7120 6260 4140
1330089668 5.6 60 3.4652 58 5 1620 -8900 16 1620 -8900 16 107216 7120 6260 4104
1330089796 5.7 61 3.7978 54 5 1780 -8600 16 1500 -8600 16 107244 7120 6260 4080
1330089862 5.745 0 3.7382 52 5 2060 -8600 16 1860 -8600 16 107212 7120 6260 4112
1330089928 5.785 0 3.7014 56 5 2060 -8600 16 2140 -8700 16 107180 7120 6260 4144
1330090184 5.825 0 3.6739 91 5 2100 -8600 16 2180 -8600 16 107196 7120 6260 4124
1330090259 5.2 0 3.4775 59 5 2160 -9600 16 2220 -9600 16 107084 7120 6416 4028
1330090388 5.26 61 3.8347 48 5 1920 -9400 16 1540 -9400 16 107212 7120 6260 4112
1330090515 5.3 61 3.7893 56 5 1200 -9300 16 1060 -9300 16 107180 7120 6260 4132
1330090644 5.5 62 3.7546 75 5 1340 -9000 16 1140 -8900 16 107180 7120 6260 4160
1330090773 5.6 61 3.8191 62 5 1620 -8900 16 1580 -8900 16 107176 7120 6260 4132
1330090905 5.7 66 3.7996 47 5 1740 -8600 16 1480 -8600 16 107140 7120 6260 4172
1330090973 5.745 0 1.6395 144 5 1980 -8600 16 2020 -8600 16 107184 7120 6260 4124
1330091040 5.785 0 3.0328 42 5 2100 -8700 16 2220 -8700 16 107200 7120 6260 4108
1330091106 5.825 0 3.6583 64 5 2100 -8600 16 2140 -8600 16 107228 7120 6260 4088
1330091174 5.2 0 3.8341 65 5 2240 -9600 16 2100 -9600 16 107076 7120 6260 4240
1330091301 5.26 60 3.8205 52 5 1680 -9400 16 1380 -9400 16 107184 7120 6260 4128
1330091434 5.3 60 3.4588 50 5 1220 -9400 16 940 -9300 16 107216 7120 6260 4092
1330091560 5.5 60 3.7584 53 5 1480 -9000 16 1280 -8900 16 107148 7120 6260 4160
1330091687 5.6 60 3.7892 60 5 1680 -8900 16 1600 -8900 16 107184 7120 6260 4124
1330091814 5.7 61 3.8187 71 5 1800 -8600 16 1560 -8600 16 107128 7120 6260 4180
1330091881 5.745 0 3.5721 43 5 1780 -8600 16 1940 -8600 16 107216 7120 6260 4096
1330091947 5.785 0 3.7882 60 5 2160 -8700 16 2160 -8700 16 107168 7120 6260 4144
1330092023 5.825 0 3.4774 69 5 2100 -8600 16 2220 -8600 16 107168 7120 6260 4140
1330092090 5.2 0 3.8427 59 5 2300 -9600 16 2160 -9600 16 107072 7120 6260 4264
1330092219 5.26 62 3.8054 64 5 1780 -9400 16 1400 -9300 16 107240 7120 6260 4076
1330092348 5.3 61 3.7970 53 5 1180 -9300 16 1120 -9300 16 107020 7120 6332 4144
1330092477 5.5 61 3.7583 71 5 1240 -9000 16 1020 -8900 16 107152 7120 6260 4184
1330092613 5.6 62 3.4877 60 5 1700 -8900 16 1660 -8900 16 107216 7120 6260 4100
1330092740 5.7 60 3.8288 64 5 1720 -8600 16 1440 -8600 16 107208 7120 6260 4100
1330092806 5.745 0 3.7137 51 5 1960 -8600 16 1840 -8600 16 107112 7120 6260 4200
1330092872 5.785 0 3.7061 52 5 1980 -8600 16 2140 -8700 16 107116 7120 6260 4192
1330092939 5.825 0 3.8202 64 5 2160 -8600 16 2200 -8600 16 107096 7120 6260 4220
1330093006 5.2 0 3.7998 71 5 2400 -9600 16 2260 -9600 16 107168 7120 6260 4148
1330093133 5.26 61 3.8046 56 5 1720 -9400 16 1500 -9400 16 107196 7120 6260 4136
1330093265 5.3 60 3.4336 53 5 1220 -9400 16 980 -9300 16 107176 7124 6260 4128
1330093392 5.5 61 3.7195 46 5 1380 -9000 16 1140 -8900 16 107172 7124 6260 4132
1330093518 5.6 60 3.8232 54 5 1580 -8900 16 1580 -8900 16 107228 7124 6260 4084
1330093645 5.7 61 3.8114 68 5 1700 -8600 16 1480 -8600 16 107312 7124 6260 4000
1330093711 5.745 0 3.7423 58 5 1960 -8500 16 1880 -8600 16 107216 7124 6260 4092
1330093778 5.785 0 3.7525 58 5 2120 -8600 16 2140 -8700 16 107180 7124 6260 4128
1330093852 5.825 0 3.4620 71 5 2180 -8600 16 2180 -8600 16 107064 7124 6356 4112
1330093920 5.2 0 3.8343 62 5 2380 -9600 16 2560 -9600 16 107196 7124 6260 4140
1330094047 5.26 60 3.8081 52 5 1880 -9400 16 1520 -9300 16 107428 7124 6260 3904
1330094174 5.3 60 3.7570 57 5 1480 -9400 16 1300 -9300 16 107404 7124 6260 3932
1330094301 5.5 61 3.8033 62 5 960 -9000 16 840 -8900 16 107332 7124 6260 3972
1330094433 5.6 60 3.4767 56 5 1600 -8900 16 1520 -8900 16 107356 7124 6260 3956
1330094561 5.7 61 3.8438 62 5 1700 -8600 16 1540 -8600 16 107176 7124 6260 4128
1330094628 5.745 0 3.7081 52 5 2000 -8600 16 1880 -8600 16 107368 7124 6260 3936
1330094717 5.785 0 3.2153 37 5 2140 -8700 16 2280 -8700 16 107368 7124 6260 3940
1330094784 5.825 0 3.2173 54 5 2220 -8600 16 2360 -8600 16 107344 7124 6260 3964
1330094850 5.2 0 3.8240 71 5 2380 -9600 16 2500 -9600 16 107084 7124 6260 4228
1330094976 5.26 60 3.8326 62 5 1860 -9400 16 1560 -9300 16 107176 7124 6260 4136
1330095109 5.3 66 3.7304 52 5 1600 -9400 16 1340 -9300 16 107200 7124 6260 4108
1330095236 5.5 60 3.6397 53 5 820 -9000 16 620 -8900 16 107160 7124 6260 4152
1330095364 5.6 60 3.7403 54 5 1240 -8900 16 1240 -8900 16 107040 7124 6396 4100
1330095492 5.7 60 3.8112 69 5 1620 -8600 16 1380 -8600 16 107160 7124 6260 4144
1330095609 5.745 0 -1 -1 5 1980 -8600 16 1800 -8600 16 107388 7124 6260 3912
1330095677 5.785 0 3.1257 51 5 2080 -8700 16 2100 -8700 16 106972 7124 6380 4100
1330095745 5.825 0 3.7800 69 5 2200 -8600 16 2280 -8600 16 107088 7124 6260 4212
1330095812 5.2 0 3.8207 59 5 2640 -9600 16 2560 -9600 16 107128 7124 6260 4172
1330095938 5.26 60 3.8239 64 5 2520 -9400 16 2180 -9300 16 107348 7124 6260 3956
1330096064 5.3 60 3.8220 67 5 1640 -9400 16 1500 -9300 16 107080 7124 6260 4224
1330096193 5.5 62 3.3913 71 5 940 -9000 16 640 -8900 16 107200 7124 6260 4108
1330096325 5.6 66 3.7847 48 5 880 -8900 16 840 -8900 16 107136 7124 6260 4168
1330096453 5.7 60 3.7267 48 5 1440 -8600 16 1220 -8600 16 107392 7124 6260 3908
1330096520 5.745 0 3.4549 58 5 1800 -8600 16 1680 -8600 16 107372 7124 6260 3932
1330096593 5.785 0 3.1553 63 5 1920 -8600 16 2020 -8700 16 107324 7124 6260 3984
1330096659 5.825 0 3.7473 63 5 2100 -8600 16 2120 -8600 16 107132 7124 6260 4176
1330096726 5.2 0 3.8069 66 5 2740 -9600 16 2580 -9600 16 107080 7124 6260 4204
1330096861 5.26 60 3.5013 42 5 2420 -9400 16 1860 -9300 16 107096 7124 6344 3964
1330096989 5.3 61 3.8209 46 5 1760 -9400 16 1540 -9300 16 107428 7124 6260 3932
1330097118 5.5 61 3.7814 50 5 1260 -9000 16 1040 -8900 16 107380 7124 6260 3924
1330097247 5.6 63 2.1787 101 5 500 -8900 16 400 -8900 16 107336 7124 6260 3968
1330097374 5.7 61 3.7958 55 5 1180 -8600 16 880 -8600 16 107328 7124 6260 3984
1330097448 5.745 0 3.3790 50 5 1440 -8500 16 1400 -8600 16 106924 7124 6440 4120
1330097517 5.785 0 3.2778 41 5 1900 -8700 16 1960 -8700 16 107344 7124 6260 3964
1330097584 5.825 0 3.0775 70 5 1960 -8600 16 2060 -8600 16 107368 7124 6260 3964
1330097651 5.2 0 3.8116 53 5 2740 -9600 16 2500 -9600 16 107308 7124 6260 4004
1330097780 5.26 62 3.8300 53 5 2340 -9400 16 2040 -9400 16 107108 7124 6260 4196
1330097907 5.3 60 3.8368 66 5 1760 -9400 16 1620 -9300 16 107156 7124 6260 4156
1330098039 5.5 60 3.4552 58 5 1640 -9000 16 1320 -8900 16 107244 7124 6260 4068
1330098169 5.6 62 1.0373 52 5 540 -8900 16 480 -8900 16 107376 7124 6260 3932
1330098295 5.7 60 3.7651 54 5 900 -8600 16 660 -8600 16 107396 7124 6260 3936
1330098362 5.745 0 3.5337 36 5 1300 -8600 16 1160 -8600 16 107144 7124 6260 4168
1330098436 5.785 0 3.1159 33 5 1580 -8600 16 1700 -8700 16 107112 7124 6260 4200
1330098503 5.825 0 3.3057 66 5 1960 -8600 16 2040 -8600 16 107060 7128 6260 4248
1330098569 5.2 0 3.8166 66 5 2440 -9600 16 2380 -9600 16 107216 7128 6260 4084
1330098703 5.26 67 3.8457 60 5 2400 -9400 16 1940 -9300 16 107128 7128 6260 4176
1330098830 5.3 60 3.8271 64 5 1760 -9300 16 1680 -9300 16 107124 7128 6260 4172
1330098961 5.5 62 3.8395 61 5 1800 -8900 16 1760 -8900 16 107356 7128 6260 3944
1330099088 5.6 61 3.7778 63 5 1140 -8900 16 1140 -8900 16 107100 7128 6260 4208
1330099225 5.7 60 0.4966 56 5 540 -8600 16 380 -8600 16 107272 7128 6260 4032
1330099292 5.745 0 2.8896 131 5 600 -8600 16 560 -8600 16 107236 7128 6260 4072
1330099358 5.785 0 3.5845 55 5 1000 -8600 16 1100 -8700 16 107148 7128 6260 4156
1330099424 5.825 0 3.7521 83 5 1560 -8600 16 1760 -8600 16 107144 7128 6260 4160
1330099491 5.2 0 3.7485 51 5 2200 -9600 16 2020 -9600 16 107332 7128 6260 3976
1330099618 5.26 61 3.8237 48 5 2000 -9400 16 1700 -9300 16 107128 7128 6260 4176
1330099745 5.3 60 3.8325 70 5 1800 -9400 16 1600 -9300 16 107152 7128 6260 4156
1330099877 5.5 66 3.8191 58 5 2080 -9000 16 1840 -8900 16 107204 7128 6260 4100
1330100003 5.6 60 3.8149 59 5 1500 -8900 16 1500 -8900 16 107244 7128 6260 4060
1330100132 5.7 62 3.7772 54 5 840 -8600 16 600 -8600 16 107212 7128 6260 4088
1330100198 5.745 0 2.4690 95 5 880 -8500 16 840 -8600 16 107168 7128 6260 4136
1330100271 5.785 0 1.3887 165 5 560 -8600 16 640 -8700 16 107216 7128 6260 4088
1330100337 5.825 0 3.6810 72 5 1180 -8600 16 1220 -8600 16 107220 7128 6260 4112
1330100410 5.2 0 3.7214 64 5 2120 -9600 16 1900 -9600 16 107140 7128 6260 4156
1330100537 5.26 60 3.8059 66 5 1940 -9400 16 1620 -9300 16 107212 7128 6260 4088
1330100665 5.3 61 3.8303 64 5 1740 -9400 16 1520 -9300 16 107244 7128 6260 4056
1330100791 5.5 60 3.8287 58 5 2280 -9000 16 2280 -8900 16 107204 7128 6260 4092
1330100918 5.6 61 3.8514 73 5 1700 -8900 16 1720 -8900 16 107180 7128 6260 4120
1330101053 5.7 60 3.4064 50 5 1420 -8600 16 1220 -8600 16 107064 7128 6404 4088
1330101121 5.745 0 3.6324 50 5 1340 -8500 16 1300 -8600 16 107200 7128 6260 4100
1330101187 5.785 0 3.6614 48 5 1080 -8600 16 1140 -8700 16 107168 7128 6260 4132
1330101258 5.825 0 3.7444 61 5 700 -8600 16 820 -8600 16 107180 7128 6260 4124
1330101324 5.2 0 3.5339 52 5 1320 -9600 16 1160 -9600 16 107196 7128 6260 4108
1330101452 5.26 62 3.7299 56 5 1620 -9400 16 1340 -9400 16 107228 7128 6260 4080
1330101579 5.3 60 3.6941 70 5 1400 -9400 16 1200 -9300 16 107208 7128 6260 4100
1330101711 5.5 66 3.8516 65 5 2380 -9000 16 2140 -8900 16 107168 7128 6260 4132
1330101839 5.6 61 3.8271 64 5 1840 -8900 16 1800 -8900 16 107240 7128 6260 4064
1330101966 5.7 60 3.8408 54 5 1720 -8600 16 1540 -8600 16 107188 7128 6260 4112
1330102032 5.745 0 3.7710 54 5 1440 -8500 16 1660 -8600 16 107196 7128 6260 4112
1330102098 5.785 0 3.7820 62 5 1840 -8700 16 1840 -8700 16 107176 7128 6260 4132
1330102165 5.825 0 3.8407 64 5 1700 -8600 16 1800 -8600 16 107204 7128 6260 4104
1330102249 5.2 10 0.3938 33 5 760 -9500 16 820 -9600 16 107044 7128 6344 3940
1330102377 5.26 61 2.4079 144 5 760 -9600 16 600 -9300 16 107256 7128 6260 4048
1330102514 5.3 70 3.2456 81 5 920 -9600 16 720 -9300 16 107316 7128 6260 3992
1330102640 5.5 60 3.8351 65 5 1940 -9200 16 1880 -8900 16 107308 7128 6260 4000
1330102767 5.6 61 3.8365 62 5 1800 -9100 16 1880 -8900 16 107224 7128 6260 4084
1330102899 5.7 66 3.8261 57 5 1720 -8800 16 1540 -8600 16 107172 7128 6260 4156
1330102965 5.745 0 3.6295 52 5 1840 -8800 16 1700 -8600 16 107192 7128 6260 4108
1330103032 5.785 0 3.8130 63 5 1940 -8800 16 1980 -8600 16 107204 7128 6260 4104
1330103101 5.825 0 3.7767 67 5 1900 -8800 16 1900 -8600 16 107156 7128 6260 4152
1330103168 5.2 0 3.7987 58 5 1600 -9600 16 1460 -9600 16 107148 7128 6260 4156
1330103304 5.26 61 1.6333 160 5 620 -9400 16 460 -9300 16 107284 7128 6260 4016
1330103763 5.3 367 0.4511 77 3 700 -9300 16 500 -9300 16 107184 7128 6260 4044
1330103892 5.5 62 3.8164 62 5 1760 -8900 16 1580 -8900 16 107224 7128 6260 4084
1330104025 5.6 61 3.4622 48 5 1620 -8900 16 1620 -8900 16 107180 7128 6260 4124
1330104153 5.7 62 3.8054 56 5 1820 -8600 16 1620 -8600 16 107216 7132 6260 4088
1330104220 5.745 0 3.7145 50 5 1940 -8500 16 1900 -8600 16 107288 7132 6260 4016
1330104286 5.785 0 3.7855 55 5 2180 -8700 16 2120 -8600 16 107244 7132 6260 4052
1330104359 5.825 0 3.8180 69 5 2220 -8600 16 2380 -8600 16 106900 7132 6412 4084
1330104426 5.2 0 3.8075 60 5 2240 -9600 16 2020 -9600 16 107208 7132 6260 4092
1330104553 5.26 61 3.7881 75 5 1640 -9400 16 1280 -9300 16 107232 7132 6260 4068
1330104686 5.3 67 3.7787 54 5 1220 -9300 16 1080 -9300 16 107196 7132 6260 4108
1330104813 5.5 61 3.7541 50 5 1280 -9000 16 1040 -8900 16 107232 7132 6260 4068
1330104941 5.6 62 3.8082 56 5 1560 -8900 16 1600 -8900 16 107188 7132 6260 4116
1330105069 5.7 60 3.8090 64 5 1780 -8600 16 1620 -8600 16 107324 7132 6260 3980
1330105136 5.745 0 3.7490 58 5 2040 -8600 16 1920 -8600 16 107356 7132 6260 3940
1330105210 5.785 0 3.4375 44 5 2100 -8600 16 2060 -8600 16 107328 7132 6260 3968
1330105278 5.825 0 3.5186 61 5 2200 -8600 16 2380 -8600 16 107364 7132 6260 3932
1330105345 5.2 0 3.8395 56 5 2260 -9600 16 2160 -9600 16 107124 7132 6260 4176
1330105471 5.26 60 3.7757 50 5 1920 -9400 16 1580 -9300 16 107144 7132 6260 4160
