Time Frequency Delay XBandwidth Retrans Pings XSelfSNR XSelfNoise SelfTXpower OtherSNR OtherNoise OtherTXpower MemFree Cached Active SUnreclaim
1330014051 5.2 0 3.4793 63 5 1760 -9500 16 1980 -9600 16 107088 7064 6324 4092
1330014179 5.26 61 3.7559 67 5 1640 -9600 16 1420 -9400 16 107276 7064 6240 4128
1330014306 5.3 61 3.7692 54 5 1240 -9600 16 980 -9300 16 107404 7064 6240 3992
1330014433 5.5 60 3.7487 52 5 1100 -9200 16 820 -8900 16 107252 7064 6240 4144
1330014560 5.6 62 3.7577 50 5 1420 -9200 16 1320 -8900 16 107392 7064 6240 4012
1330014693 5.7 66 3.7731 48 5 1460 -8800 16 1300 -8600 16 107408 7064 6240 3996
1330014760 5.745 0 3.7208 52 5 1880 -8840 16 1720 -8600 16 107408 7064 6240 3992
1330014826 5.785 0 3.7852 70 5 1900 -8900 16 1920 -8700 16 107296 7064 6240 4104
1330014892 5.825 0 3.8203 75 5 2100 -8900 16 2120 -8600 16 107344 7064 6240 4056
1330014960 5.2 0 3.8388 54 5 1840 -9500 16 2040 -9600 16 107360 7064 6240 4040
1330015086 5.26 60 3.8085 60 5 1660 -9600 16 1340 -9300 16 107380 7064 6240 4012
1330015219 5.3 60 3.3823 52 5 1480 -9500 16 1340 -9300 16 107408 7064 6240 3984
1330015345 5.5 60 3.7477 54 5 760 -9200 16 640 -8900 16 107392 7064 6240 4004
1330015472 5.6 60 3.7609 65 5 1300 -9200 16 1240 -8900 16 107308 7064 6240 4092
1330015601 5.7 62 3.7353 44 5 1520 -8900 16 1220 -8600 16 107400 7064 6240 4028
1330015667 5.745 0 3.6137 55 5 1780 -8800 16 1580 -8600 16 107376 7064 6240 4024
1330015734 5.785 0 3.7803 68 5 1920 -8900 16 1920 -8700 16 107284 7064 6240 4096
1330015812 5.825 0 3.7673 69 5 1960 -8900 16 1880 -8600 16 107292 7064 6240 4104
1330015879 5.2 0 3.8189 62 5 1960 -9500 16 2260 -9600 16 107308 7064 6240 4092
1330016008 5.26 62 3.8210 69 5 1920 -9600 16 1640 -9400 16 107336 7064 6240 4056
1330016134 5.3 60 3.7624 50 5 1640 -9600 16 1420 -9300 16 107364 7064 6240 4032
1330016261 5.5 60 3.4903 121 5 1040 -9200 16 840 -8900 16 107416 7064 6240 3984
1330016387 5.6 60 3.7636 54 5 1180 -9200 16 1100 -8900 16 107400 7064 6240 3996
1330016520 5.7 67 3.7621 54 5 1360 -8900 16 1120 -8600 16 107356 7064 6240 4036
1330016586 5.745 0 2.3934 138 5 1620 -8900 16 1480 -8600 16 107372 7064 6240 4016
1330016652 5.785 0 3.7653 69 5 1920 -8900 16 2000 -8700 16 107268 7064 6240 4132
1330016719 5.825 0 3.7863 74 5 1940 -8900 16 1920 -8600 16 107236 7064 6240 4160
1330016786 5.2 0 3.8305 52 5 2320 -9600 16 2240 -9600 16 107292 7064 6240 4104
1330016914 5.26 62 3.8319 60 5 2080 -9300 16 1800 -9400 16 107332 7064 6240 4072
1330017048 5.3 62 3.4411 60 5 1620 -9300 16 1420 -9300 16 107380 7064 6240 4024
1330017176 5.5 61 3.8099 65 5 1260 -8900 16 1040 -8900 16 107320 7064 6240 4076
1330017303 5.6 61 3.5872 70 5 1060 -8800 16 1040 -8900 16 107380 7064 6240 4020
1330017429 5.7 60 3.7889 52 5 1000 -8500 16 900 -8600 16 107256 7064 6240 4148
1330017496 5.745 0 3.4878 45 5 1380 -8400 16 1420 -8600 16 107276 7064 6240 4120
1330017562 5.785 0 3.6721 37 5 1460 -8500 16 1520 -8700 16 107248 7064 6240 4148
1330017635 5.825 0 3.3745 71 5 1800 -8500 16 1800 -8600 16 107124 7064 6240 4276
1330017702 5.2 0 3.8335 58 5 2320 -9600 16 2380 -9600 16 107204 7064 6240 4196
1330017828 5.26 60 3.8091 80 5 1900 -9400 16 1760 -9400 16 107248 7064 6240 4156
1330017957 5.3 60 3.8076 60 5 1840 -9400 16 1560 -9300 16 107120 7064 6356 4100
1330018085 5.5 61 3.7325 50 5 1600 -9000 16 1340 -8900 16 107344 7064 6240 4060
1330018218 5.6 61 3.2778 74 5 580 -8900 16 640 -8900 16 107392 7064 6240 4008
1330018344 5.7 60 3.5092 42 5 900 -8600 16 720 -8600 16 107376 7064 6240 4028
1330018410 5.745 0 3.6909 50 5 1020 -8600 16 940 -8600 16 107344 7064 6240 4052
1330018480 5.785 0 3.7308 72 5 1660 -8700 16 1640 -8700 16 107328 7064 6240 4076
1330018552 5.825 0 3.8028 70 5 1620 -8600 16 1600 -8600 16 107052 7064 6360 4140
1330018620 5.2 0 3.8093 76 5 2360 -9600 16 2260 -9600 16 107260 7064 6240 4136
1330018748 5.26 61 3.8385 61 5 2000 -9400 16 1660 -9300 16 107352 7064 6240 4044
1330018882 5.3 67 3.8098 62 5 1800 -9400 16 1620 -9300 16 107396 7064 6240 3996
1330019008 5.5 60 3.8064 51 5 1740 -9000 16 1640 -8900 16 107376 7064 6240 4020
1330019134 5.6 60 3.7926 71 5 1180 -8900 16 1160 -8900 16 107408 7064 6240 3984
1330019261 5.7 60 3.3007 64 5 800 -8600 16 640 -8600 16 107376 7068 6240 4012
1330019327 5.745 0 3.1120 80 5 1060 -8600 16 940 -8600 16 107344 7068 6240 4044
1330019393 5.785 0 3.6012 97 5 1160 -8700 16 1080 -8700 16 107388 7068 6240 4008
1330019462 5.825 0 3.4094 49 5 1240 -8600 16 1180 -8600 16 106996 7068 6416 4028
1330019529 5.2 0 3.8292 62 5 2300 -9600 16 2300 -9600 16 107184 7068 6356 4020
1330019656 5.26 60 3.8038 63 5 2000 -9400 16 1660 -9300 16 107168 7068 6356 4036
1330019782 5.3 60 3.8301 60 5 1780 -9400 16 1600 -9300 16 107156 7068 6356 4044
1330019909 5.5 61 3.8451 63 5 1980 -9000 16 1840 -8900 16 107184 7068 6356 4016
1330020037 5.6 60 3.4527 56 5 1320 -8900 16 1320 -8900 16 106968 7068 6492 4124
1330020165 5.7 60 3.6635 63 5 980 -8600 16 720 -8600 16 107092 7068 6360 4116
1330020233 5.745 0 3.3318 77 5 900 -8600 16 920 -8600 16 107044 7068 6360 4156
1330020300 5.785 0 3.4744 93 5 1260 -8600 16 1400 -8700 16 107056 7068 6360 4152
1330020374 5.825 0 3.6180 87 5 920 -8600 16 1060 -8600 16 107092 7068 6360 4112
1330020441 5.2 0 3.7518 66 5 2060 -9600 16 1920 -9600 16 107108 7068 6360 4100
1330020567 5.26 60 3.8002 56 5 1660 -9400 16 1340 -9300 16 107176 7068 6360 4032
1330020713 5.3 80 3.7989 66 5 1800 -9400 16 1620 -9300 16 107392 7068 6240 4000
1330020842 5.5 62 3.8162 60 5 2120 -9000 16 1940 -8900 16 107328 7068 6240 4064
1330020969 5.6 61 3.7637 56 5 1380 -8900 16 1340 -8900 16 107320 7068 6240 4076
1330021097 5.7 61 3.8032 62 5 960 -8600 16 820 -8600 16 107332 7068 6240 4060
1330021163 5.745 0 3.5033 45 5 720 -8500 16 820 -8600 16 107408 7068 6240 3988
1330021236 5.785 0 2.9442 77 5 880 -8600 16 1140 -8700 16 107592 7068 6240 3808
1330021302 5.825 0 3.3608 107 5 820 -8600 16 900 -8600 16 107368 7068 6240 4028
1330021368 5.2 0 3.7092 59 5 2080 -9600 16 1880 -9600 16 107348 7068 6240 4044
1330021496 5.26 61 3.7663 62 5 1880 -9400 16 1680 -9400 16 107344 7068 6240 4048
1330021623 5.3 61 3.8155 60 5 1720 -9400 16 1520 -9300 16 107344 7068 6240 4056
1330021749 5.5 60 3.8250 60 5 1940 -9000 16 1680 -8900 16 107384 7068 6240 4012
1330021882 5.6 67 3.8052 57 5 1580 -8900 16 1540 -8900 16 107472 7068 6240 3924
1330022010 5.7 61 3.7370 56 5 1140 -8600 16 900 -8600 16 107448 7068 6240 3948
1330022076 5.745 0 3.4601 95 5 1060 -8500 16 1040 -8600 16 107364 7068 6240 4036
1330022144 5.785 0 3.6653 55 5 1400 -8700 16 1360 -8700 16 107236 7068 6336 3996
1330022216 5.825 0 3.7069 67 5 1120 -8600 16 1160 -8600 16 107304 7068 6240 4088
1330022282 5.2 0 3.7271 60 5 2020 -9600 16 1960 -9600 16 107360 7068 6240 4040
1330022417 5.26 61 3.4543 56 5 1840 -9400 16 1440 -9300 16 107380 7068 6240 4008
1330022546 5.3 62 3.7885 50 5 1560 -9400 16 1500 -9300 16 107372 7068 6240 4028
1330022672 5.5 60 3.8288 67 5 1940 -9000 16 1660 -8900 16 107352 7068 6240 4048
1330022799 5.6 60 3.7907 58 5 1580 -8900 16 1520 -8900 16 107348 7068 6240 4048
1330022927 5.7 62 3.7512 52 5 1020 -8600 16 800 -8600 16 107412 7068 6240 3984
1330022993 5.745 0 3.5767 44 5 1100 -8600 16 980 -8600 16 107432 7068 6240 3964
1330023067 5.785 0 3.1632 93 5 780 -8600 16 860 -8700 16 107116 7068 6400 4064
1330023135 5.825 0 3.5831 86 5 800 -8600 16 800 -8600 16 107332 7068 6240 4064
1330023201 5.2 0 3.7600 52 5 2220 -9600 16 2080 -9600 16 107372 7068 6240 4028
1330023328 5.26 60 3.8416 61 5 1880 -9400 16 1660 -9400 16 107384 7068 6240 4016
1330023454 5.3 60 3.8145 64 5 1600 -9400 16 1420 -9300 16 107348 7068 6240 4044
1330023580 5.5 60 3.8426 60 5 2280 -9000 16 2140 -8900 16 107380 7068 6240 4020
1330023714 5.6 67 3.8271 60 5 1540 -8900 16 1580 -8900 16 107376 7068 6240 4016
1330023841 5.7 60 3.7839 54 5 1040 -8600 16 740 -8600 16 107416 7068 6240 3976
1330023907 5.745 0 1.8953 170 5 860 -8600 16 820 -8600 16 107496 7068 6240 3892
1330023975 5.785 0 2.3523 94 5 1140 -8600 16 1280 -8700 16 107440 7068 6240 3948
1330024042 5.825 0 3.5393 96 5 840 -8600 16 840 -8600 16 107348 7068 6240 4048
1330024108 5.2 0 3.7855 58 5 2220 -9600 16 2060 -9600 16 107388 7068 6240 4008
1330024240 5.26 60 3.4803 60 5 2020 -9400 16 1780 -9400 16 107416 7068 6240 3980
1330024368 5.3 61 3.8365 64 5 1840 -9400 16 1620 -9300 16 107392 7072 6240 3992
1330024495 5.5 61 3.8343 68 5 2020 -9000 16 1780 -8900 16 107340 7072 6240 4048
1330024621 5.6 60 3.8109 62 5 1520 -8900 16 1480 -8900 16 107428 7072 6240 3960
1330024748 5.7 61 3.6836 50 5 820 -8600 16 640 -8600 16 107372 7072 6240 4012
1330024820 5.745 0 2.4207 96 5 960 -8500 16 1020 -8600 16 107464 7072 6240 3928
1330024894 5.785 0 3.2697 73 5 1140 -8700 16 1080 -8700 16 107444 7072 6240 3940
1330024966 5.825 0 3.5681 89 5 800 -8600 16 880 -8600 16 107572 7072 6240 3820
1330025033 5.2 0 3.7499 68 5 2140 -9600 16 2080 -9600 16 107300 7072 6240 4084
1330025161 5.26 60 3.8503 63 5 1940 -9400 16 1580 -9300 16 107408 7072 6240 4000
1330025288 5.3 61 3.8134 60 5 1800 -9400 16 1600 -9300 16 107368 7072 6240 4024
1330025421 5.5 61 3.4783 52 5 1980 -9000 16 1780 -8900 16 107336 7072 6240 4056
1330025548 5.6 61 3.7598 61 5 1340 -8900 16 1240 -8900 16 107200 7072 6240 4188
1330025675 5.7 60 3.7499 52 5 920 -8600 16 780 -8600 16 107348 7072 6240 4044
1330025741 5.745 0 2.9379 58 5 1060 -8600 16 980 -8600 16 107200 7072 6356 4032
1330025812 5.785 0 2.8327 98 5 920 -8700 16 980 -8700 16 107316 7072 6240 4080
1330025879 5.825 0 3.0096 89 5 900 -8600 16 1020 -8600 16 107392 7072 6240 4004
1330025945 5.2 0 3.7380 63 5 2180 -9600 16 2020 -9600 16 107280 7072 6240 4112
1330026072 5.26 61 3.8264 60 5 1920 -9400 16 1620 -9300 16 107016 7072 6356 4192
1330026199 5.3 60 3.8196 66 5 1780 -9400 16 1540 -9300 16 107088 7072 6356 4116
1330026325 5.5 60 3.8531 72 5 1940 -9000 16 1780 -9000 16 107168 7072 6356 4036
1330026452 5.6 60 3.7653 54 5 1280 -8900 16 1300 -8900 16 107168 7072 6356 4040
1330026578 5.7 60 3.5412 54 5 480 -8600 16 380 -8600 16 107128 7072 6356 4080
1330026659 5.745 0 1.6219 238 5 780 -8600 16 680 -8600 16 107304 7072 6372 3904
1330026728 5.785 0 2.9728 62 5 920 -8600 16 1120 -8700 16 107304 7072 6240 4084
1330026798 5.825 0 3.5858 54 5 1200 -8700 16 1260 -8600 16 107236 7072 6240 4156
1330026865 5.2 1 3.7572 52 5 2260 -9500 16 2240 -9600 16 107232 7072 6240 4156
1330026994 5.26 62 3.8240 62 5 2040 -9400 16 1720 -9300 16 107300 7072 6240 4088
1330027121 5.3 61 3.8161 60 5 1820 -9400 16 1660 -9300 16 107332 7072 6240 4060
1330027257 5.5 62 3.4781 60 5 1820 -9000 16 1620 -8900 16 107164 7072 6372 4008
1330027385 5.6 60 3.7262 51 5 1060 -8900 16 1080 -8900 16 107336 7072 6240 4060
1330027518 5.7 62 2.6269 89 5 680 -8600 16 560 -8600 16 107364 7072 6240 4028
1330027585 5.745 0 1.6611 131 5 1120 -8600 16 1160 -8600 16 107372 7072 6240 4016
1330027652 5.785 0 3.3688 72 5 1220 -8700 16 1360 -8700 16 107292 7072 6240 4092
1330027718 5.825 0 3.7871 52 5 1460 -8600 16 1460 -8600 16 107364 7072 6240 4028
1330027784 5.2 0 3.7660 58 5 2320 -9600 16 2320 -9600 16 107332 7072 6240 4056
1330027919 5.26 68 3.8343 60 5 2400 -9400 16 1940 -9400 16 107348 7072 6240 4044
1330028045 5.3 60 3.8168 56 5 1800 -9400 16 1580 -9300 16 107356 7072 6240 4036
1330028172 5.5 60 3.7603 62 5 1480 -9000 16 1300 -8900 16 107300 7072 6240 4084
1330028299 5.6 60 3.6403 77 5 880 -8900 16 940 -8900 16 107360 7072 6240 4024
1330028431 5.7 60 3.3232 79 5 1040 -8600 16 800 -8600 16 107372 7072 6240 4020
1330028498 5.745 0 3.4567 34 5 1440 -8600 16 1400 -8600 16 107332 7072 6240 4052
1330028564 5.785 1 3.7433 51 5 1560 -8600 16 1800 -8700 16 107300 7072 6240 4088
1330028631 5.825 0 3.7936 56 5 1840 -8600 16 1860 -8600 16 107356 7072 6240 4032
1330028697 5.2 0 3.7616 50 5 2500 -9600 16 2500 -9600 16 107368 7072 6240 4024
1330028824 5.26 60 3.8213 72 5 2440 -9400 16 1860 -9400 16 107312 7072 6240 4076
1330028950 5.3 60 3.8295 66 5 1940 -9400 16 1580 -9300 16 107368 7072 6240 4024
1330029085 5.5 69 3.7764 56 5 1680 -9000 16 1480 -8900 16 107328 7072 6240 4060
1330029212 5.6 60 3.3348 62 5 740 -8900 16 680 -8900 16 107440 7072 6240 3944
1330029338 5.7 60 3.7086 60 5 780 -8600 16 520 -8600 16 107340 7072 6240 4048
1330029405 5.745 0 2.7212 202 5 1320 -8500 16 1300 -8600 16 107380 7072 6240 4008
1330029471 5.785 0 3.6724 50 5 1480 -8600 16 1640 -8700 16 107328 7072 6240 4060
1330029538 5.825 0 3.7874 60 5 1920 -8600 16 2020 -8600 16 107340 7076 6240 4048
1330029612 5.2 0 3.7436 55 5 2720 -9600 16 2700 -9600 16 107364 7076 6240 4008
1330029740 5.26 61 3.8265 60 5 2060 -9400 16 1800 -9300 16 107344 7076 6240 4036
1330029866 5.3 60 3.8244 60 5 1780 -9400 16 1580 -9300 16 107372 7076 6240 4008
1330029993 5.5 60 3.7099 69 5 1340 -9000 16 1160 -8900 16 107380 7076 6240 4004
1330030122 5.6 62 2.9754 77 5 540 -8900 16 480 -8900 16 107420 7076 6240 3968
1330030256 5.7 60 3.4214 53 5 1220 -8600 16 1000 -8600 16 107128 7076 6336 4004
1330030324 5.745 0 2.6036 142 5 1580 -8600 16 1540 -8600 16 107392 7076 6240 4000
1330030397 5.785 0 3.6291 56 5 1900 -8700 16 1980 -8700 16 107380 7076 6240 4004
1330030464 5.825 0 3.7797 70 5 2020 -8600 16 2060 -8600 16 107328 7076 6240 4056
1330030531 5.2 0 3.7493 50 5 2240 -9600 16 2160 -9600 16 107336 7076 6240 4048
1330030657 5.26 60 3.8054 63 5 1800 -9400 16 1460 -9300 16 107260 7076 6240 4124
1330030784 5.3 60 3.7686 54 5 1560 -9400 16 1420 -9300 16 107276 7076 6240 4116
1330030918 5.5 67 2.8644 94 5 840 -9000 16 680 -8900 16 107312 7076 6240 4072
1330031045 5.6 61 3.7451 52 5 1000 -8900 16 1040 -8900 16 107320 7076 6240 4072
1330031174 5.7 62 3.7436 60 5 1540 -8600 16 1360 -8600 16 107292 7076 6240 4096
1330031240 5.745 0 3.5513 39 5 1680 -8500 16 1680 -8600 16 107300 7076 6240 4092
1330031307 5.785 0 3.7261 48 5 2000 -8700 16 2040 -8700 16 107316 7076 6240 4076
1330031378 5.825 0 3.7767 65 5 2200 -8600 16 2180 -8600 16 107312 7076 6240 4076
1330031451 5.2 0 3.4613 56 5 2260 -9600 16 2420 -9500 16 107172 7076 6360 3988
1330031580 5.26 61 3.7633 52 5 1860 -9400 16 1520 -9400 16 107408 7076 6240 3980
1330031707 5.3 60 3.7029 52 5 1360 -9400 16 1220 -9400 16 107300 7076 6240 4092
1330031836 5.5 60 3.7383 71 5 1240 -9000 16 1040 -9000 16 107332 7076 6240 4056
1330031963 5.6 60 3.7642 52 5 1420 -8900 16 1460 -9000 16 107304 7076 6240 4072
1330032096 5.7 66 3.8043 60 5 1700 -8600 16 1540 -8700 16 107324 7076 6240 4060
1330032163 5.745 0 2.1531 146 5 1920 -8600 16 1860 -8700 16 107364 7076 6240 4020
1330032229 5.785 0 3.6079 56 5 2060 -8700 16 2200 -8800 16 107332 7076 6240 4052
1330032296 5.825 0 3.6288 48 5 2180 -8600 16 2160 -8700 16 107348 7076 6240 4036
1330032366 5.2 0 3.8102 63 5 2160 -9600 16 2080 -9600 16 107064 7076 6392 4132
1330032493 5.26 60 3.7337 53 5 1660 -9400 16 1340 -9300 16 107204 7076 6240 4176
1330032626 5.3 60 3.4290 56 5 1020 -9400 16 800 -9300 16 107260 7076 6240 4128
1330032755 5.5 62 3.7004 52 5 1580 -9000 16 1400 -8900 16 107192 7076 6240 4196
1330032882 5.6 60 3.7805 48 5 1640 -8900 16 1660 -8900 16 107376 7076 6240 4008
1330033010 5.7 60 3.8031 67 5 1800 -8600 16 1640 -8600 16 107264 7076 6240 4124
1330033077 5.745 0 2.8393 161 5 1860 -8500 16 1880 -8600 16 107308 7076 6240 4080
1330033144 5.785 0 3.5232 44 5 2080 -8700 16 2140 -8600 16 107320 7076 6240 4068
1330033218 5.825 0 3.3623 46 5 2160 -8600 16 2100 -8600 16 107320 7076 6240 4072
1330033284 5.2 0 3.7727 61 5 1920 -9600 16 1860 -9600 16 107308 7076 6240 4072
1330033411 5.26 60 3.7686 52 5 1340 -9400 16 1040 -9300 16 107320 7076 6240 4060
1330033582 5.3 90 0.7440 152 4 650 -9400 16 375 -9300 16 107344 7076 6240 4036
1330033709 5.5 61 3.7951 52 5 1900 -9000 16 1640 -8900 16 107256 7076 6240 4128
1330033843 5.6 61 3.4630 46 5 1840 -8900 16 1880 -8900 16 107360 7076 6240 4028
1330033971 5.7 61 3.8095 56 5 1740 -8600 16 1540 -8600 16 107428 7076 6240 3952
1330034037 5.745 0 2.7780 158 5 1960 -8600 16 1860 -8600 16 107328 7076 6240 4060
1330034104 5.785 0 3.7863 54 5 1840 -8600 16 1860 -8600 16 107276 7076 6240 4096
1330034176 5.825 1 3.7611 64 5 1960 -8600 16 1900 -8600 16 107208 7076 6240 4176
1330034243 5.2 0 3.6964 69 5 1480 -9600 16 1360 -9600 16 107284 7076 6240 4100
1330034372 5.26 61 2.6383 207 5 840 -9400 16 640 -9400 16 107388 7076 6240 3996
1330034508 5.3 68 3.6424 73 5 1100 -9400 16 920 -9300 16 107344 7076 6240 4040
1330034635 5.5 60 3.7971 57 5 2320 -9000 16 2080 -8900 16 107352 7076 6240 4036
1330034763 5.6 60 3.8251 52 5 1780 -8900 16 1960 -8900 16 107296 7076 6240 4088
1330034891 5.7 61 3.8153 52 5 1660 -8600 16 1500 -8600 16 107376 7080 6240 4000
1330034957 5.745 0 2.5565 190 5 1840 -8600 16 1900 -8600 16 107248 7080 6240 4128
1330035030 5.785 0 3.3087 37 5 1860 -8600 16 1840 -8600 16 107356 7080 6240 4020
1330035098 5.825 0 3.2262 45 5 1800 -8600 16 1820 -8600 16 107264 7080 6240 4124
1330035165 5.2 0 3.1134 65 5 1040 -9600 16 1040 -9600 16 107308 7080 6240 4080
1330035293 5.26 60 3.3732 95 5 1020 -9400 16 820 -9400 16 107288 7080 6240 4092
1330035422 5.3 62 3.7490 64 5 1160 -9400 16 880 -9300 16 107260 7080 6240 4120
1330035551 5.5 61 3.8118 56 5 2360 -9000 16 2160 -8900 16 107296 7080 6240 4092
1330035686 5.6 67 3.8063 52 5 1840 -8900 16 1900 -8900 16 107292 7080 6240 4132
1330035813 5.7 60 3.8346 56 5 1600 -8600 16 1440 -8600 16 107276 7080 6240 4108
1330035882 5.745 0 1.8815 114 5 1600 -8500 16 1760 -8600 16 107292 7080 6240 4092
1330035950 5.785 0 3.6881 40 5 1480 -8600 16 1660 -8700 16 107008 7080 6348 4100
1330036018 5.825 0 3.6942 65 5 1300 -8600 16 1440 -8600 16 107216 7080 6240 4164
1330036086 5.2 0 3.0009 121 5 1020 -9600 16 900 -9600 16 107328 7080 6240 4080
1330036223 5.26 61 3.4100 41 5 1340 -9400 16 1020 -9300 16 107304 7080 6240 4080
1330036351 5.3 60 3.7641 42 5 1400 -9400 16 1160 -9300 16 107276 7080 6240 4100
1330036479 5.5 60 3.8161 54 5 2460 -9000 16 2240 -8900 16 107288 7080 6240 4088
1330036609 5.6 62 3.8050 60 5 1840 -8900 16 1820 -8900 16 107368 7080 6240 4036
1330036739 5.7 63 3.7042 53 5 1480 -8600 16 1300 -8600 16 107376 7080 6240 4036
1330036825 5.745 0 2.2068 156 4 1400 -8500 16 1450 -8600 16 107332 7080 6240 4052
1330036893 5.785 0 3.1002 90 5 1180 -8700 16 1140 -8600 16 107336 7080 6240 4048
1330036960 5.825 0 3.7181 61 5 980 -8600 16 1040 -8600 16 107260 7080 6240 4124
1330037031 5.2 0 3.7410 67 5 1400 -9600 16 1340 -9600 16 107340 7080 6240 4072
1330037161 5.26 60 3.7641 45 5 1760 -9400 16 1420 -9300 16 106988 7080 6360 3996
1330037292 5.3 61 3.7825 73 5 1720 -9400 16 1480 -9300 16 107392 7080 6240 4020
1330037428 5.5 62 3.4990 62 5 2120 -9000 16 1860 -8900 16 107332 7080 6240 4056
1330037559 5.6 62 3.7930 51 5 1400 -8900 16 1440 -8900 16 107324 7080 6240 4064
1330037698 5.7 62 3.1910 28 4 525 -8600 16 550 -8600 16 107308 7080 6240 4076
1330037775 5.745 0 0.5978 119 4 550 -8500 16 675 -8600 16 107316 7080 6240 4088
1330037842 5.785 0 2.2624 173 5 1180 -8600 16 1300 -8700 16 107316 7080 6240 4064
1330037909 5.825 0 3.3294 34 5 1540 -8600 16 1580 -8600 16 107292 7080 6240 4092
1330037978 5.2 0 3.8310 70 5 2200 -9600 16 2060 -9600 16 107308 7080 6240 4076
1330038113 5.26 67 3.8400 50 5 2100 -9400 16 1800 -9400 16 107320 7080 6240 4060
1330038240 5.3 60 3.8266 63 5 1660 -9300 16 1620 -9300 16 107380 7080 6240 4032
1330038371 5.5 61 3.8469 53 5 2040 -8900 16 1980 -8900 16 107332 7080 6240 4044
1330038499 5.6 60 3.7381 69 5 1260 -8900 16 1260 -8900 16 107308 7080 6240 4080
1330038632 5.7 61 1.5250 96 5 720 -8600 16 460 -8600 16 107364 7080 6240 4044
1330038703 5.745 0 1.3047 210 5 860 -8600 16 700 -8600 16 107332 7080 6240 4056
1330038773 5.785 0 2.9188 113 5 1080 -8700 16 1060 -8600 16 107388 7080 6240 4000
1330038840 5.825 0 2.9656 26 5 1600 -8600 16 1580 -8600 16 107328 7080 6240 4080
1330038908 5.2 0 3.7679 56 5 2180 -9600 16 2060 -9600 16 107320 7080 6240 4064
1330039037 5.26 61 3.8132 64 5 2100 -9400 16 1860 -9400 16 107304 7080 6240 4104
1330039164 5.3 60 3.8215 62 5 1840 -9400 16 1660 -9300 16 107368 7080 6240 4016
1330039299 5.5 68 3.8171 60 5 1880 -9000 16 1700 -8900 16 107304 7080 6240 4076
1330039427 5.6 61 3.7647 60 5 1020 -8900 16 1020 -8900 16 107440 7080 6240 3936
1330039563 5.7 60 2.9958 51 4 700 -8600 16 425 -8600 16 107420 7080 6240 3960
1330039629 5.745 0 3.5266 57 5 1240 -8600 16 1080 -8600 16 107376 7080 6240 4004
1330039695 5.785 0 3.7705 69 5 1660 -8700 16 1720 -8700 16 107336 7080 6240 4044
1330039762 5.825 0 3.8054 52 5 1860 -8600 16 1860 -8600 16 107376 7080 6240 4012
1330039834 5.2 0 3.4469 58 5 2360 -9600 16 2400 -9600 16 107404 7080 6240 3984
1330039962 5.26 61 3.8435 63 5 2240 -9400 16 1760 -9300 16 107436 7080 6240 3952
1330040089 5.3 61 3.8149 58 5 1800 -9400 16 1540 -9300 16 107492 7080 6240 3896
1330040216 5.5 61 3.7348 54 5 1500 -9000 16 1240 -8900 16 107440 7084 6240 3940
1330040348 5.6 61 1.2933 200 5 440 -8900 16 440 -8900 16 107480 7084 6240 3900
1330040483 5.7 69 3.7729 66 5 1020 -8600 16 860 -8600 16 107380 7084 6240 3992
1330040549 5.745 0 3.4453 46 5 1320 -8600 16 1200 -8600 16 107400 7084 6240 3964
1330040616 5.785 0 3.8153 68 5 1800 -8700 16 1700 -8600 16 107352 7084 6240 4024
1330040682 5.825 0 3.8068 56 5 2060 -8600 16 2120 -8600 16 107392 7084 6240 4008
1330040750 5.2 0 3.7737 54 5 2740 -9600 16 2480 -9500 16 107192 7084 6392 3976
1330040888 5.26 70 3.8513 68 5 2140 -9400 16 1700 -9400 16 107416 7084 6240 3964
1330041022 5.3 62 3.1604 58 5 1660 -9300 16 1540 -9400 16 107496 7084 6240 3876
1330041149 5.5 60 3.7770 64 5 1120 -8900 16 980 -9000 16 107404 7084 6240 3976
1330041275 5.6 60 3.8043 60 5 780 -8900 16 740 -9000 16 107432 7084 6240 3940
1330041403 5.7 61 3.7041 49 5 1440 -8600 16 1220 -8700 16 107400 7084 6260 3964
1330041469 5.745 0 3.7839 70 5 1760 -8600 16 1580 -8700 16 107348 7084 6260 4008
1330041536 5.785 0 3.8139 59 5 1780 -8600 16 1940 -8800 16 107408 7084 6260 3948
1330041609 5.825 0 3.8041 71 5 2100 -8600 16 2080 -8700 16 107348 7084 6260 4008
1330041676 5.2 0 3.7799 58 5 2560 -9600 16 2620 -9600 16 107356 7084 6260 4004
1330041803 5.26 60 3.8238 56 5 2420 -9400 16 2020 -9300 16 107424 7084 6260 3940
1330041929 5.3 60 3.8236 51 5 1740 -9400 16 1560 -9300 16 107408 7084 6260 3952
1330042056 5.5 60 3.7029 73 5 900 -9000 16 680 -8900 16 107368 7084 6260 3996
1330042183 5.6 61 3.7556 58 5 940 -8900 16 920 -8900 16 107408 7084 6260 3956
1330042317 5.7 68 3.7358 51 5 1460 -8600 16 1340 -8600 16 107340 7084 6260 4020
1330042383 5.745 0 3.7624 68 5 1640 -8500 16 1640 -8600 16 107356 7084 6260 4000
1330042449 5.785 0 3.8004 58 5 1840 -8600 16 1940 -8700 16 107360 7084 6260 4004
1330042519 5.825 0 3.8154 59 5 2120 -8600 16 2080 -8600 16 107408 7084 6260 3952
1330042586 5.2 0 3.8307 56 5 2440 -9600 16 2620 -9600 16 107324 7084 6260 4040
