Time Frequency Delay Bandwidth Retrans Pings SelfSNR SelfNoise SelfTXpower OtherSNR OtherNoise OtherTXpower MemFree Cached Active SUnreclaim
1330445864 5.2 0 3.8077 68 5 1960 -9500 16 1860 -9600 16 107124 7176 6236 4160
1330445991 5.26 61 3.8216 64 5 2440 -9600 16 1760 -9600 16 107092 7176 6236 4188
1330446124 5.3 67 3.8189 64 5 1740 -9600 16 1520 -9600 16 107112 7176 6236 4172
1330446252 5.5 62 3.8243 65 5 1960 -9200 16 1700 -9200 16 107104 7176 6236 4180
1330446379 5.6 60 3.7437 69 5 1140 -9100 16 1140 -9200 16 107052 7176 6236 4232
1330446521 5.7 60 1.6026 157 4 850 -8800 16 550 -8900 16 107124 7176 6236 4156
1330446587 5.745 0 3.4270 65 5 640 -8800 16 520 -8900 16 107092 7176 6236 4184
1330446667 5.785 0 3.3483 56 5 1160 -8800 16 1320 -9000 16 107028 7176 6236 4240
1330446733 5.825 0 3.8123 69 5 1560 -8800 16 1720 -8900 16 106968 7176 6240 4308
1330446804 5.2 0 3.7777 80 5 2260 -9600 16 2160 -9600 16 106992 7176 6236 4288
1330446930 5.26 60 3.8352 54 5 1900 -9400 16 1680 -9300 16 107036 7176 6236 4248
1330447056 5.3 61 3.7957 62 5 1720 -9400 16 1500 -9300 16 107008 7176 6236 4268
1330447183 5.5 60 3.8288 64 5 1900 -9000 16 1700 -8900 16 107124 7176 6236 4152
1330447316 5.6 66 3.7260 54 5 1160 -8900 16 1220 -8900 16 107024 7176 6236 4256
1330447442 5.7 60 2.9783 45 5 700 -8600 16 600 -8600 16 107124 7176 6236 4152
1330447510 5.745 0 2.3887 193 5 880 -8600 16 660 -8600 16 107140 7176 6236 4144
1330447578 5.785 0 3.5494 95 5 860 -8600 16 980 -8700 16 106980 7176 6236 4300
1330447644 5.825 0 3.7457 69 5 1460 -8600 16 1520 -8600 16 106948 7176 6236 4328
1330447710 5.2 0 3.8321 60 5 2160 -9600 16 1980 -9600 16 106988 7176 6236 4292
1330447843 5.26 60 3.4689 50 5 1940 -9400 16 1640 -9300 16 107064 7176 6236 4216
1330447971 5.3 61 3.8279 54 5 1680 -9400 16 1560 -9300 16 107016 7176 6236 4268
1330448098 5.5 61 3.8202 62 5 2000 -9000 16 1880 -8900 16 107032 7176 6236 4244
1330448226 5.6 62 3.7416 62 5 1340 -8900 16 1360 -8900 16 107080 7176 6236 4204
1330448352 5.7 61 3.2360 34 5 800 -8600 16 620 -8600 16 107132 7176 6236 4140
1330448425 5.745 0 2.9075 79 5 860 -8600 16 700 -8600 16 107120 7176 6236 4160
1330448498 5.785 0 3.5763 57 5 800 -8700 16 760 -8600 16 107108 7176 6236 4164
1330448565 5.825 0 3.7483 66 5 1360 -8600 16 1480 -8600 16 107036 7176 6236 4232
1330448631 5.2 0 3.8208 63 5 1960 -9600 16 1840 -9600 16 107020 7176 6240 4252
1330448759 5.26 60 3.8159 58 5 1880 -9400 16 1560 -9300 16 107084 7176 6236 4192
1330448886 5.3 61 3.8041 69 5 1580 -9400 16 1380 -9300 16 107024 7176 6236 4252
1330449020 5.5 61 3.4934 60 5 2040 -9000 16 1940 -8900 16 107140 7176 6236 4140
1330449146 5.6 60 3.8205 66 5 1480 -8900 16 1460 -8900 16 107124 7176 6236 4160
1330449273 5.7 60 3.7657 54 5 820 -8600 16 720 -8600 16 107060 7176 6236 4216
1330449349 5.745 0 2.8174 129 4 450 -8500 16 425 -8600 16 106860 7176 6360 4196
1330449429 5.785 11 2.7601 177 5 680 -8700 16 780 -8700 16 107084 7176 6236 4196
1330449496 5.825 0 3.7395 48 5 1280 -8700 16 1280 -8600 16 107064 7176 6236 4220
1330449567 5.2 0 3.8023 72 5 2040 -9600 16 1840 -9600 16 107064 7176 6236 4216
1330449700 5.26 66 3.8441 60 5 1760 -9300 16 1460 -9300 16 107104 7176 6236 4180
1330449826 5.3 60 3.7956 56 5 1620 -9300 16 1440 -9300 16 107156 7176 6236 4124
1330449955 5.5 60 3.8580 60 5 2060 -8900 16 2020 -8900 16 106880 7176 6320 4180
1330450084 5.6 62 3.8088 65 5 1640 -8900 16 1560 -8900 16 107080 7176 6236 4196
1330450219 5.7 63 3.4661 53 5 1080 -8500 16 1000 -8600 16 107124 7176 6236 4152
1330450285 5.745 0 3.6355 55 5 1260 -8500 16 1100 -8600 16 107076 7176 6236 4196
1330450352 5.785 0 3.4238 63 5 820 -8500 16 940 -8700 16 107052 7176 6236 4232
1330450418 5.825 0 3.3150 111 5 960 -8500 16 900 -8600 16 107004 7176 6236 4272
1330450484 5.2 0 3.7938 60 5 1580 -9600 16 1440 -9600 16 107064 7176 6236 4216
1330450612 5.26 61 3.7678 65 5 1640 -9400 16 1360 -9300 16 107060 7176 6236 4212
1330450738 5.3 60 3.7644 44 5 1600 -9400 16 1380 -9300 16 107124 7176 6236 4160
1330450871 5.5 60 3.8256 60 5 2460 -9000 16 2220 -8900 16 107132 7176 6236 4148
1330450998 5.6 60 3.7948 60 5 1560 -8900 16 1620 -8900 16 107124 7176 6236 4156
1330451124 5.7 60 3.7612 57 5 1320 -8600 16 1220 -8600 16 107124 7180 6236 4148
1330451191 5.745 0 3.6424 67 5 1300 -8500 16 1320 -8600 16 107040 7180 6236 4236
1330451258 5.785 0 3.6970 68 5 1000 -8600 16 1140 -8700 16 106996 7180 6236 4280
1330451324 5.825 0 3.6920 77 5 1040 -8600 16 1120 -8600 16 107040 7180 6236 4232
1330451390 5.2 0 3.7896 54 5 1360 -9600 16 1340 -9600 16 107084 7180 6236 4196
1330451523 5.26 66 3.7110 54 5 1600 -9400 16 1340 -9300 16 107100 7180 6236 4172
1330451649 5.3 60 3.7120 48 5 1360 -9400 16 1180 -9300 16 107140 7180 6236 4140
1330451776 5.5 60 3.8201 58 5 2060 -9000 16 2260 -8900 16 107120 7180 6236 4152
1330451903 5.6 60 3.8230 68 5 1700 -8900 16 1680 -8900 16 107072 7180 6236 4196
1330452035 5.7 60 3.3836 48 5 1400 -8600 16 1240 -8600 16 107140 7180 6236 4132
1330452102 5.745 0 3.7101 49 5 1560 -8600 16 1420 -8600 16 107064 7180 6236 4200
1330452175 5.785 0 3.7567 63 5 1300 -8600 16 1340 -8600 16 107052 7180 6236 4224
1330452242 5.825 1 3.7357 73 5 1280 -8600 16 1280 -8600 16 107044 7180 6236 4252
1330452309 5.2 0 2.7739 135 5 940 -9600 16 900 -9600 16 107036 7180 6236 4236
1330452438 5.26 62 3.7785 60 5 1500 -9400 16 1200 -9300 16 107096 7180 6236 4168
1330452564 5.3 60 3.7609 54 5 1220 -9400 16 1040 -9300 16 107084 7180 6236 4188
1330452698 5.5 67 3.8125 56 5 2040 -9000 16 1880 -8900 16 107076 7180 6236 4204
1330452825 5.6 60 3.8144 60 5 1740 -8900 16 1800 -8900 16 107132 7180 6236 4140
1330452955 5.7 62 3.7372 54 5 1560 -8600 16 1480 -8600 16 106856 7180 6320 4196
1330453023 5.745 0 3.7259 59 5 1460 -8500 16 1460 -8600 16 106932 7180 6236 4340
1330453090 5.785 1 3.7833 52 5 1440 -8600 16 1620 -8700 16 106976 7180 6236 4300
1330453156 5.825 0 3.7879 72 5 1520 -8600 16 1560 -8600 16 106988 7180 6236 4288
1330453258 5.2 20 0.7326 133 4 975 -9400 16 650 -9200 16 107080 7180 6236 4192
1330453385 5.26 60 3.6684 67 5 1040 -9600 16 700 -9600 16 107104 7180 6236 4172
1330453512 5.3 60 3.7951 58 5 1020 -9600 16 860 -9600 16 107048 7180 6236 4216
1330453639 5.5 60 3.8457 71 5 2140 -9200 16 2040 -9200 16 107104 7180 6236 4172
1330453766 5.6 61 3.8180 62 5 1740 -9100 16 1700 -9200 16 107088 7180 6236 4184
1330453901 5.7 68 3.8289 58 5 1600 -8800 16 1440 -8900 16 107088 7180 6236 4188
1330453968 5.745 0 3.7005 63 5 1620 -8700 16 1600 -8900 16 107052 7180 6236 4228
1330454034 5.785 0 3.8131 57 5 1760 -8900 16 1660 -8900 16 107080 7180 6236 4200
1330454100 5.825 0 3.8032 56 5 1640 -8800 16 1680 -8900 16 107080 7180 6236 4200
1330454245 5.2 10 -1 -1 3 700 -9500 16 466 -9500 16 107076 7180 6236 4204
1330454391 5.26 70 3.2106 115 4 750 -9600 16 650 -9600 16 107020 7180 6236 4260
1330454533 5.3 76 3.1114 101 5 840 -9600 16 620 -9600 16 107088 7180 6236 4188
1330454661 5.5 62 3.8404 64 5 2000 -9200 16 1820 -9200 16 107100 7180 6236 4176
1330454789 5.6 60 3.8215 58 5 1800 -9100 16 1760 -9200 16 107044 7180 6236 4232
1330454916 5.7 61 3.8264 70 5 1720 -8800 16 1580 -8900 16 106988 7180 6236 4272
1330454983 5.745 0 3.7079 52 5 1800 -8700 16 1780 -8900 16 107064 7180 6236 4216
1330455063 5.785 0 3.4438 62 5 1900 -8900 16 1800 -8900 16 107024 7180 6236 4248
1330455130 5.825 0 3.6829 67 5 1760 -8800 16 1820 -8900 16 106964 7180 6236 4312
1330455196 5.2 0 3.4906 51 5 1200 -9600 16 1080 -9600 16 107024 7180 6236 4252
1330455325 5.26 62 1.9619 266 5 880 -9400 16 560 -9300 16 107084 7180 6236 4196
1330455536 5.3 100 -1 -1 5 640 -9400 16 460 -9300 16 107068 7180 6236 4204
1330455669 5.5 60 3.4818 66 5 2000 -9000 16 1840 -8900 16 107032 7180 6236 4232
1330455797 5.6 61 3.8562 67 5 1840 -8900 16 1880 -8900 16 107096 7180 6236 4152
1330455924 5.7 61 3.8393 64 5 1740 -8600 16 1540 -8600 16 107144 7180 6236 4132
1330455990 5.745 0 3.7071 43 5 1880 -8500 16 1900 -8600 16 107040 7180 6236 4228
1330456057 5.785 0 3.7842 67 5 2000 -8600 16 1980 -8600 16 106992 7180 6236 4280
1330456127 5.825 0 3.7876 67 5 2040 -8600 16 2080 -8600 16 107008 7180 6236 4268
1330456194 5.2 0 3.5819 52 5 1920 -9600 16 1800 -9600 16 107024 7180 6236 4248
1330456327 5.26 67 3.7614 54 5 1060 -9400 16 860 -9300 16 107092 7180 6236 4180
1330456547 5.3 81 -1 -1 2 600 -9400 16 600 -9300 16 107008 7184 6344 4108
1330456674 5.5 60 3.8016 67 5 1820 -9000 16 1620 -8900 16 107056 7184 6236 4212
1330456801 5.6 61 3.8164 60 5 1760 -8900 16 1760 -8900 16 107096 7184 6236 4180
1330456934 5.7 60 3.8275 64 5 1780 -8600 16 1560 -8600 16 107144 7184 6236 4132
1330457000 5.745 0 3.7432 53 5 1980 -8500 16 1900 -8600 16 107112 7184 6236 4160
1330457066 5.785 0 3.7971 64 5 2000 -8600 16 2140 -8700 16 107048 7184 6236 4220
1330457133 5.825 0 3.8234 56 5 2140 -8600 16 2180 -8600 16 107092 7184 6236 4184
1330457200 5.2 0 3.6830 52 5 2140 -9600 16 2040 -9600 16 107008 7184 6236 4268
1330457327 5.26 61 3.7517 71 5 1440 -9400 16 1160 -9300 16 107112 7184 6236 4156
1330457463 5.3 62 3.3970 58 5 800 -9400 16 640 -9300 16 107108 7184 6236 4168
1330457591 5.5 62 3.7842 64 5 1460 -9000 16 1280 -8900 16 107072 7184 6236 4204
1330457718 5.6 60 3.8261 60 5 1580 -8900 16 1600 -8900 16 107084 7184 6236 4188
1330457845 5.7 60 3.8121 64 5 1680 -8600 16 1500 -8600 16 107044 7184 6236 4228
1330457911 5.745 0 3.6147 56 5 1980 -8600 16 1880 -8600 16 107044 7184 6236 4224
1330457984 5.785 0 3.7831 54 5 2040 -8600 16 2260 -8700 16 107028 7184 6236 4248
1330458059 5.825 0 3.4287 69 5 2140 -8600 16 2120 -8600 16 106772 7184 6320 4276
1330458126 5.2 0 3.7446 52 5 2200 -9600 16 2060 -9600 16 107004 7184 6236 4272
1330458255 5.26 62 3.7077 46 5 1560 -9400 16 1220 -9300 16 107020 7184 6236 4252
1330458381 5.3 60 3.7979 58 5 1160 -9400 16 1060 -9300 16 107020 7184 6236 4248
1330458507 5.5 60 3.7285 73 5 1500 -9000 16 1320 -8900 16 107008 7184 6236 4260
1330458642 5.6 63 3.4820 61 5 1620 -8900 16 1600 -8900 16 107084 7184 6236 4192
1330458768 5.7 60 3.8086 60 5 1700 -8600 16 1560 -8600 16 107104 7184 6236 4164
1330458835 5.745 0 3.7360 51 5 2020 -8600 16 1900 -8600 16 107068 7184 6236 4208
1330458901 5.785 0 3.7268 45 5 2120 -8700 16 2160 -8700 16 107020 7184 6236 4256
1330458968 5.825 0 3.7560 55 5 2160 -8600 16 2340 -8600 16 106972 7184 6296 4292
1330459034 5.2 0 3.7557 62 5 2200 -9600 16 2080 -9600 16 107032 7184 6236 4240
1330459161 5.26 61 3.8154 56 5 1760 -9400 16 1600 -9400 16 107088 7184 6236 4180
1330459296 5.3 68 3.7413 42 5 1360 -9400 16 1200 -9300 16 107024 7184 6236 4240
1330459423 5.5 61 3.7534 58 5 820 -9000 16 680 -8900 16 107072 7184 6236 4196
1330459551 5.6 61 3.7717 52 5 1340 -8900 16 1380 -8900 16 106840 7184 6368 4136
1330459679 5.7 60 3.7780 63 5 1620 -8600 16 1460 -8600 16 107092 7184 6236 4180
1330459745 5.745 0 3.7637 50 5 1720 -8600 16 1780 -8600 16 107104 7184 6236 4168
1330459818 5.785 0 3.2478 46 5 1940 -8600 16 2160 -8700 16 107044 7184 6236 4224
1330459885 5.825 0 3.7523 68 5 2180 -8600 16 2180 -8600 16 106920 7184 6236 4356
1330459952 5.2 0 3.7371 48 5 2300 -9600 16 2360 -9600 16 107028 7184 6236 4240
1330460080 5.26 62 3.7928 54 5 1840 -9400 16 1620 -9400 16 107096 7184 6236 4172
1330460207 5.3 61 3.6812 46 5 1480 -9400 16 1360 -9300 16 107104 7184 6236 4172
1330460335 5.5 62 3.3201 53 5 640 -9000 16 460 -8900 16 107112 7184 6236 4160
1330460469 5.6 60 3.4264 46 5 1400 -8900 16 1380 -8900 16 106804 7184 6352 4164
1330460597 5.7 60 3.8334 58 5 1600 -8600 16 1420 -8600 16 107116 7184 6236 4156
1330460663 5.745 0 3.3443 39 5 1780 -8500 16 1780 -8600 16 107064 7184 6236 4208
1330460730 5.785 0 3.7647 56 5 1940 -8600 16 2100 -8700 16 107080 7184 6236 4188
1330460797 5.825 0 3.7746 58 5 2200 -8600 16 2180 -8600 16 107012 7184 6236 4260
1330460863 5.2 0 3.7769 58 5 2320 -9600 16 2260 -9600 16 107052 7184 6236 4224
1330460992 5.26 62 3.8057 66 5 1800 -9400 16 1520 -9300 16 107084 7184 6236 4184
1330461125 5.3 67 3.7780 54 5 1120 -9400 16 940 -9300 16 107088 7184 6236 4188
1330461252 5.5 60 3.7835 56 5 1000 -9000 16 840 -8900 16 107008 7184 6236 4268
1330461378 5.6 60 3.8050 58 5 1480 -9000 16 1340 -8900 16 107060 7184 6236 4196
1330461504 5.7 60 3.8168 64 5 1580 -8600 16 1460 -8600 16 106908 7184 6236 4352
1330461571 5.745 0 3.5716 54 5 1900 -8600 16 1820 -8600 16 107024 7184 6236 4244
1330461643 5.785 0 3.4135 50 5 1920 -8600 16 2060 -8600 16 107176 7184 6236 4100
1330461711 5.825 0 3.7102 56 5 2160 -8600 16 2340 -8600 16 106980 7188 6236 4284
1330461778 5.2 0 3.7495 52 5 2260 -9600 16 2220 -9600 16 106948 7188 6236 4316
1330461904 5.26 60 3.8128 68 5 1860 -9400 16 1600 -9300 16 106940 7188 6236 4332
1330462032 5.3 60 3.7293 50 5 1340 -9400 16 1180 -9300 16 107148 7188 6236 4120
1330462158 5.5 60 3.7618 70 5 1020 -9000 16 900 -8900 16 106924 7188 6236 4340
1330462291 5.6 66 3.8116 58 5 1480 -8900 16 1440 -8900 16 106936 7188 6236 4320
1330462419 5.7 61 3.8188 56 5 1720 -8600 16 1560 -8600 16 107200 7188 6236 4072
1330462485 5.745 0 3.7205 52 5 1940 -8600 16 1860 -8600 16 106964 7188 6236 4300
1330462553 5.785 0 3.6938 50 5 2080 -8600 16 2220 -8700 16 106784 7188 6360 4240
1330462624 5.825 0 3.7554 64 5 2200 -8600 16 2320 -8600 16 106920 7188 6236 4344
1330462691 5.2 0 3.7453 52 5 2260 -9600 16 2260 -9600 16 106948 7188 6236 4324
1330462823 5.26 60 3.4792 65 5 1720 -9400 16 1440 -9300 16 106944 7188 6236 4324
1330462950 5.3 60 3.7827 52 5 1300 -9400 16 1160 -9300 16 107024 7188 6236 4248
1330463076 5.5 60 3.7793 60 5 1020 -9000 16 860 -8900 16 107048 7188 6236 4216
1330463203 5.6 60 3.8033 56 5 1440 -8900 16 1480 -8900 16 107048 7188 6236 4208
1330463329 5.7 60 3.8141 66 5 1660 -8600 16 1520 -8600 16 107012 7188 6236 4260
1330463396 5.745 0 3.4721 41 5 1880 -8500 16 2140 -8600 16 107044 7188 6236 4228
1330463470 5.785 0 3.4623 61 5 2120 -8700 16 2000 -8600 16 106764 7188 6376 4280
1330463538 5.825 0 3.7887 66 5 2160 -8600 16 2240 -8600 16 106932 7188 6236 4332
1330463604 5.2 0 3.7386 50 5 2240 -9600 16 2080 -9600 16 107000 7188 6236 4264
1330463732 5.26 61 3.8276 54 5 1700 -9400 16 1420 -9300 16 107096 7188 6236 4176
1330463860 5.3 62 3.7749 52 5 1260 -9400 16 1040 -9300 16 107024 7188 6236 4244
1330463986 5.5 61 3.7789 65 5 1280 -9000 16 1060 -8900 16 106968 7188 6236 4296
1330464121 5.6 68 3.8100 58 5 1620 -9000 16 1500 -8900 16 106992 7188 6236 4280
1330464247 5.7 61 3.8359 56 5 1660 -8600 16 1560 -8600 16 107000 7188 6236 4268
1330464314 5.745 0 3.3538 57 5 1980 -8600 16 1960 -8600 16 107016 7188 6236 4252
1330464383 5.785 0 3.7301 43 5 2120 -8700 16 2100 -8600 16 106696 7188 6348 4284
1330464450 5.825 0 3.7750 53 5 2200 -8600 16 2220 -8600 16 106988 7188 6236 4280
1330464516 5.2 0 3.7664 58 5 2260 -9600 16 2080 -9600 16 106980 7188 6236 4292
1330464652 5.26 61 3.4707 68 5 1740 -9400 16 1420 -9300 16 106852 7188 6404 4256
1330464779 5.3 60 3.7189 56 5 1480 -9400 16 1260 -9300 16 107028 7188 6236 4240
1330464907 5.5 61 3.7806 48 5 1080 -9000 16 860 -8900 16 107024 7188 6236 4244
1330465035 5.6 61 3.8224 61 5 1500 -8900 16 1460 -8900 16 107204 7188 6236 4060
1330465162 5.7 61 3.8390 72 5 1680 -8600 16 1480 -8600 16 107028 7188 6236 4236
1330465235 5.745 0 3.3197 53 5 1900 -8500 16 1940 -8600 16 107076 7188 6236 4192
1330465302 5.785 0 3.7547 71 5 2000 -8600 16 2160 -8700 16 106924 7188 6236 4344
1330465369 5.825 0 3.7496 48 5 2220 -8600 16 2320 -8600 16 107036 7188 6236 4236
1330465435 5.2 0 3.8182 62 5 2220 -9600 16 2080 -9600 16 107016 7188 6236 4256
1330465561 5.26 61 3.7998 58 5 1800 -9400 16 1500 -9300 16 107016 7188 6236 4252
1330465688 5.3 61 3.7822 58 5 1320 -9400 16 1120 -9300 16 107016 7188 6236 4248
1330465822 5.5 62 3.4042 70 5 1440 -9000 16 1200 -8900 16 107020 7188 6236 4244
1330465948 5.6 61 3.8192 58 5 1540 -8900 16 1540 -8900 16 107028 7188 6236 4236
1330466075 5.7 60 3.8106 58 5 1780 -8600 16 1560 -8600 16 107024 7188 6236 4240
1330466142 5.745 0 2.8685 211 5 2000 -8600 16 1860 -8600 16 107088 7188 6236 4180
1330466209 5.785 0 3.7750 56 5 2100 -8700 16 2280 -8700 16 107000 7188 6236 4264
1330466276 5.825 0 3.3883 55 5 2200 -8600 16 2140 -8600 16 107144 7188 6236 4128
1330466342 5.2 0 3.8114 62 5 2180 -9600 16 2040 -9600 16 106904 7188 6236 4368
1330466471 5.26 61 3.7204 48 5 1620 -9400 16 1320 -9300 16 106760 7188 6352 4312
1330466597 5.3 60 3.8049 60 5 1040 -9400 16 860 -9300 16 106760 7188 6352 4316
1330466724 5.5 60 3.7405 42 5 1460 -9000 16 1240 -8900 16 106960 7188 6352 4116
1330466851 5.6 60 3.8150 62 5 1620 -8900 16 1660 -8900 16 106972 7188 6352 4124
1330466979 5.7 60 3.8189 60 5 1720 -8600 16 1600 -8600 16 106972 7192 6352 4108
1330467060 5.745 0 2.7170 139 5 1920 -8500 16 1860 -8600 16 106968 7192 6348 4096
1330467128 5.785 0 3.6273 55 5 2020 -8600 16 2060 -8600 16 106916 7192 6236 4352
1330467195 5.825 0 3.3141 50 5 2140 -8600 16 2180 -8600 16 107152 7192 6236 4112
1330467261 5.2 0 3.8340 55 5 2120 -9600 16 2020 -9600 16 107200 7192 6236 4088
1330467388 5.26 60 3.6724 48 5 1460 -9400 16 1220 -9300 16 106956 7192 6236 4304
1330467516 5.3 62 3.7119 50 5 800 -9400 16 680 -9300 16 107236 7192 6236 4028
1330467652 5.5 61 3.7410 66 5 1600 -9000 16 1360 -8900 16 106996 7192 6332 4036
1330467781 5.6 60 3.8050 60 5 1680 -8900 16 1720 -8900 16 107184 7192 6236 4076
1330467909 5.7 60 3.8272 56 5 1760 -8600 16 1640 -8600 16 106992 7192 6236 4268
1330467977 5.745 0 2.3974 215 5 1980 -8600 16 1920 -8600 16 107068 7192 6236 4192
1330468044 5.785 0 3.6619 46 5 2080 -8600 16 2120 -8600 16 107008 7192 6236 4260
1330468110 5.825 0 3.6867 57 5 2140 -8600 16 2160 -8600 16 106988 7192 6236 4280
1330468177 5.2 0 3.8051 68 5 2060 -9600 16 1980 -9600 16 106928 7192 6236 4332
1330468309 5.26 66 3.7084 48 5 1440 -9400 16 1200 -9300 16 106984 7192 6236 4272
1330468437 5.3 62 3.7564 48 5 940 -9400 16 880 -9300 16 106984 7192 6236 4284
1330468567 5.5 62 3.7179 44 5 1500 -9000 16 1240 -8900 16 107096 7192 6236 4172
1330468694 5.6 61 3.7993 51 5 1640 -8900 16 1680 -8900 16 107068 7192 6236 4192
1330468827 5.7 61 3.4820 72 5 1760 -8600 16 1660 -8600 16 107128 7192 6236 4140
1330468894 5.745 0 2.4669 194 5 2000 -8600 16 2040 -8600 16 107136 7192 6236 4124
1330468960 5.785 0 3.7969 58 5 2140 -8700 16 2080 -8600 16 107024 7192 6236 4236
1330469031 5.825 0 3.8009 67 5 2200 -8600 16 2220 -8600 16 107048 7192 6236 4220
1330469097 5.2 0 3.8270 62 5 2120 -9600 16 1980 -9600 16 107128 7192 6236 4132
1330469224 5.26 61 3.7052 56 5 1460 -9400 16 1160 -9300 16 107092 7192 6236 4176
1330469351 5.3 60 3.7816 62 5 840 -9400 16 700 -9300 16 107152 7192 6236 4116
1330469484 5.5 66 3.7590 66 5 1400 -9000 16 1200 -8900 16 107128 7192 6236 4128
1330469610 5.6 60 3.8117 63 5 1740 -9000 16 1640 -8900 16 107092 7192 6236 4168
1330469736 5.7 60 3.8421 60 5 1780 -8600 16 1640 -8600 16 107120 7192 6236 4144
1330469803 5.745 0 2.2544 210 5 1900 -8500 16 1920 -8600 16 107140 7192 6236 4128
1330469870 5.785 0 3.8149 56 5 2100 -8700 16 2020 -8600 16 107044 7192 6236 4216
1330469936 5.825 0 3.8134 56 5 2200 -8600 16 2220 -8600 16 107072 7192 6236 4196
1330470009 5.2 0 3.8176 64 5 2000 -9600 16 1920 -9600 16 107048 7192 6236 4208
1330470136 5.26 60 3.7480 52 5 1380 -9400 16 1160 -9300 16 107076 7192 6236 4184
1330470262 5.3 60 3.7913 52 5 1140 -9400 16 980 -9300 16 107124 7192 6236 4136
1330470389 5.5 60 3.7618 61 5 1240 -9000 16 1000 -8900 16 107108 7192 6236 4156
1330470516 5.6 60 3.8009 64 5 1580 -8900 16 1620 -8900 16 107132 7192 6236 4128
1330470648 5.7 60 3.4948 72 5 1740 -8600 16 1580 -8600 16 107180 7192 6236 4084
1330470715 5.745 0 2.2516 219 5 1860 -8500 16 1920 -8600 16 107172 7192 6236 4092
1330470781 5.785 0 3.8270 59 5 2100 -8700 16 2060 -8600 16 107092 7192 6236 4168
1330470848 5.825 0 3.8132 67 5 2160 -8600 16 2320 -8600 16 107040 7192 6236 4228
1330470915 5.2 0 3.8006 64 5 2300 -9600 16 2340 -9500 16 107104 7192 6236 4156
1330471043 5.26 62 3.7371 53 5 1460 -9400 16 1160 -9400 16 107136 7192 6296 4124
1330471170 5.3 60 3.2968 63 5 800 -9400 16 580 -9400 16 107116 7192 6236 4148
1330471305 5.5 68 3.8071 60 5 1660 -9000 16 1440 -9000 16 107044 7192 6236 4172
1330471432 5.6 61 3.8239 54 5 1680 -8900 16 1640 -9000 16 107120 7192 6236 4136
1330471560 5.7 60 3.8434 56 5 1760 -8600 16 1680 -8700 16 106784 7192 6340 4156
1330471628 5.745 0 2.6280 154 5 1940 -8500 16 2060 -8700 16 107088 7192 6236 4164
1330471694 5.785 0 3.8227 56 5 2020 -8600 16 2040 -8700 16 107072 7192 6236 4196
1330471761 5.825 0 3.7924 56 5 2080 -8600 16 2160 -8700 16 107084 7192 6236 4180
1330471833 5.2 0 3.4865 68 5 2020 -9600 16 1920 -9600 16 107032 7192 6236 4220
1330471959 5.26 60 3.7296 52 5 1540 -9400 16 1240 -9300 16 107088 7192 6236 4176
1330472086 5.3 60 3.7333 52 5 760 -9400 16 680 -9300 16 107152 7196 6236 4104
1330472213 5.5 60 3.8174 50 5 1720 -9000 16 1500 -8900 16 107092 7196 6236 4168
1330472339 5.6 60 3.8035 65 5 1760 -8900 16 1880 -8900 16 107132 7196 6236 4124
1330472472 5.7 67 3.8376 66 5 1840 -8600 16 1660 -8600 16 107076 7196 6236 4184
1330472538 5.745 0 3.5725 64 5 2000 -8600 16 1900 -8600 16 107044 7196 6236 4212
1330472605 5.785 0 3.7875 53 5 2060 -8700 16 2000 -8600 16 107056 7196 6236 4204
1330472671 5.825 0 3.7869 67 5 2120 -8600 16 2180 -8600 16 107056 7196 6236 4200
1330472738 5.2 0 3.7997 54 5 1880 -9600 16 1700 -9600 16 107056 7196 6236 4200
1330472865 5.26 61 3.7890 56 5 1240 -9400 16 960 -9300 16 107104 7196 6236 4152
1330473037 5.3 101 1.9829 99 5 620 -9300 16 680 -9300 16 107164 7196 6236 4092
1330473165 5.5 61 3.8115 61 5 1580 -9000 16 1380 -8900 16 107136 7196 6236 4124
1330473291 5.6 60 3.8270 54 5 1780 -8900 16 1780 -8900 16 107128 7196 6236 4136
1330473418 5.7 60 3.8076 62 5 1760 -8600 16 1580 -8600 16 107136 7196 6236 4128
1330473484 5.745 0 3.6381 25 5 1900 -8500 16 1900 -8600 16 107132 7196 6236 4128
1330473551 5.785 1 3.5404 45 5 2060 -8600 16 2160 -8700 16 107068 7196 6236 4196
1330473623 5.825 0 3.3698 64 5 2100 -8600 16 2200 -8600 16 107016 7196 6236 4236
1330473690 5.2 0 3.8226 59 5 2060 -9600 16 1960 -9600 16 106996 7196 6236 4260
1330473816 5.26 60 3.7815 50 5 1440 -9400 16 1080 -9300 16 107048 7196 6236 4212
1330473955 5.3 70 3.3794 43 5 680 -9400 16 420 -9300 16 106796 7196 6332 4188
1330474084 5.5 61 3.8091 60 5 1720 -9000 16 1520 -8900 16 107068 7196 6236 4188
1330474217 5.6 60 3.4959 63 5 1640 -8900 16 1820 -8900 16 107124 7196 6236 4140
1330474344 5.7 61 3.8339 56 5 1820 -8600 16 1660 -8600 16 107084 7196 6236 4180
1330474410 5.745 0 3.6825 65 5 1920 -8500 16 1880 -8600 16 107068 7196 6236 4192
1330474477 5.785 0 3.8014 64 5 2100 -8700 16 2020 -8600 16 107064 7196 6236 4200
1330474548 5.825 0 3.8090 66 5 2020 -8600 16 2000 -8600 16 106840 7196 6372 4200
